Time ,Temp1,Temp2,Temp3,TCTemp3,,,외부 온도,23.9
2.307,19.77028825,20.21023275,20.09525637,24.10074759,,,,
2.407,19.81669964,20.46951509,21.20576994,25.21126116,,,,
2.506,19.8009658,20.31920632,20.77329053,24.77878175,,,,
2.605,19.84097162,20.10775403,20.26585648,24.2713477,,,,
2.707,19.80907666,20.40446545,20.36559645,24.37108767,,,,
2.806,19.76985795,20.30782406,19.89491013,23.90040135,,,,
2.905,19.82312418,20.25729591,19.84438747,23.84987869,,,,
3.005,19.7585357,20.44515913,20.61272128,24.6182125,,,,
3.124,19.78588211,20.47336052,20.46835171,24.47384293,,,,
3.206,19.87978263,20.38246029,20.60187315,24.60736437,,,,
3.306,19.80052091,20.13625567,20.3850524,24.39054362,,,,
3.407,19.79306257,20.27527614,19.47592947,23.48142069,,,,
3.507,19.89182954,20.56445631,20.45817985,24.46367107,,,,
3.606,19.86539309,20.44958806,20.53961692,24.54510814,,,,
3.705,19.85303809,20.36761536,19.38819193,23.39368315,,,,
3.806,19.83049185,20.34437698,19.54545839,23.55094961,,,,
3.907,19.80571317,20.26468027,19.95392894,23.95942016,,,,
4.005,19.85461151,20.41067344,20.4196833,24.42517452,,,,
4.105,19.88539835,20.38203581,20.25952504,24.26501626,,,,
4.207,19.91669067,20.15360808,20.36128456,24.36677578,,,,
4.306,19.85168767,20.35483327,20.73833786,24.74382908,,,,
4.406,19.79235039,20.30477257,19.72374172,23.72923294,,,,
4.505,19.83493584,20.09885699,19.00666458,23.0121558,,,,
4.607,19.88544688,20.19207851,20.20490752,24.21039874,,,,
4.706,19.91354877,20.23408767,20.65333358,24.6588248,,,,
4.805,19.92841584,20.29855487,19.93987378,23.945365,,,,
4.906,19.8072484,20.19548404,19.27382478,23.279316,,,,
5.007,19.7899576,20.20472278,18.5748227,22.58031392,,,,
5.106,19.89788627,20.34631375,19.69940716,23.70489838,,,,
5.206,19.87598205,20.25694983,20.60522606,24.61071728,,,,
5.307,19.81003063,20.35590361,19.77419481,23.77968603,,,,
5.406,19.77908736,20.51320994,20.3110021,24.31649332,,,,
5.506,19.81187812,20.16200377,20.59221245,24.59770367,,,,
5.605,19.87063719,19.98974741,20.075426,24.08091722,,,,
5.707,19.8192414,20.23623278,20.38963523,24.39512645,,,,
5.805,19.82548873,20.2518629,20.05689241,24.06238363,,,,
5.906,19.86163593,20.42101399,20.31913968,24.3246309,,,,
6.007,19.8232916,20.25183022,20.0794419,24.08493312,,,,
6.106,19.83385837,19.91191582,19.78429802,23.78978924,,,,
6.205,19.84136796,20.20421857,20.38682824,24.39231946,,,,
6.306,19.80650092,20.40907831,20.26824794,24.27373916,,,,
6.406,19.86033268,20.42551533,19.80766064,23.81315186,,,,
6.507,19.84274137,20.319446,20.17163543,24.17712665,,,,
6.605,19.78225728,20.17401212,20.13299781,24.13848903,,,,
6.705,19.82663836,20.30971295,19.95994352,23.96543474,,,,
6.807,19.81182641,20.29007838,20.09900711,24.10449833,,,,
6.907,19.80614562,20.27425262,19.67531509,23.68080631,,,,
7.006,19.8625359,20.31075537,20.65069422,24.65618544,,,,
7.105,19.83012277,20.21241714,20.91226852,24.91775974,,,,
7.206,19.81120661,20.22237954,19.16883347,23.17432469,,,,
7.306,19.78833127,20.36370648,19.18988886,23.19538008,,,,
7.405,19.77392194,20.28197015,20.11893282,24.12442404,,,,
7.506,19.85468131,20.38212359,20.8681627,24.87365392,,,,
7.669,19.81864153,20.39482764,20.87702509,24.88251631,,,,
7.705,19.78229226,20.05939475,19.96358104,23.96907226,,,,
7.806,19.78596302,20.18037656,19.97510245,23.98059367,,,,
7.906,19.80169869,20.18834033,20.04865081,24.05414203,,,,
8.007,19.83717846,20.0705849,19.8460077,23.85149892,,,,
8.106,19.81594508,20.40776872,20.53189277,24.53738399,,,,
8.206,19.74748758,20.2819048,20.40051743,24.40600865,,,,
8.307,19.86383463,20.16617381,19.60129754,23.60678876,,,,
8.413,19.8326217,20.29189081,20.06199036,24.06748158,,,,
8.525,19.72837539,20.29716892,19.70283493,23.70832615,,,,
8.737,19.83636323,20.48678742,19.88027063,23.88576185,,,,
8.806,19.78890617,20.39782928,20.86179941,24.86729063,,,,
8.817,19.80669638,20.33469928,19.60880123,23.61429245,,,,
8.906,19.77870449,20.44319772,20.30010249,24.30559371,,,,
9.007,19.70325908,20.19351266,21.09341218,25.0989034,,,,
9.107,19.86614297,20.22865641,20.76219313,24.76768435,,,,
9.205,19.85627344,20.36298942,20.77311415,24.77860537,,,,
9.306,19.85303559,20.1711176,20.57482536,24.58031658,,,,
9.407,19.8116251,20.2374833,20.43534926,24.44084048,,,,
9.506,19.79389653,20.453307,19.86797042,23.87346164,,,,
9.606,19.83287805,20.22811391,19.47895654,23.48444776,,,,
9.77,19.89626119,20.2751151,20.64317168,24.6486629,,,,
9.806,19.85516955,20.45548837,20.90419608,24.9096873,,,,
9.906,19.8650243,20.37663532,19.81192998,23.8174212,,,,
10.005,19.84099778,20.32855197,19.50660642,23.51209764,,,,
10.106,19.77084419,20.20140518,19.73127416,23.73676538,,,,
10.207,19.88127463,20.34573878,20.10265098,24.1081422,,,,
10.305,19.93261154,20.42678828,21.08117223,25.08666345,,,,
10.405,19.82474338,20.35623425,20.38697965,24.39247087,,,,
10.506,19.86977648,20.41970157,19.59877113,23.60426235,,,,
10.606,19.89243169,20.17970288,20.40137307,24.40686429,,,,
10.705,19.88827095,20.05883165,19.88463222,23.89012344,,,,
10.805,19.86397993,20.33278799,19.60888474,23.61437596,,,,
10.907,19.7821939,20.3834929,19.73817497,23.74366619,,,,
11.006,19.85418989,20.29030948,19.95365813,23.95914935,,,,
11.106,19.85073838,20.24757622,20.22088417,24.22637539,,,,
11.205,19.81362781,19.91655003,19.8183202,23.82381142,,,,
11.306,19.79481834,20.06314375,20.08721841,24.09270963,,,,
11.406,19.8018883,20.37941277,20.3203965,24.32588772,,,,
11.505,19.83048144,20.21187334,19.7432575,23.74874872,,,,
11.606,19.84785561,20.09487731,19.98326539,23.98875661,,,,
11.707,19.73798948,20.05498626,19.99761486,24.00310608,,,,
11.805,19.81232794,20.21563595,19.31453743,23.32002865,,,,
11.906,19.821432,20.34527797,19.62004411,23.62553533,,,,
12.006,19.76360783,20.20494516,20.20378721,24.20927843,,,,
12.107,19.77070774,20.22194856,20.2717591,24.27725032,,,,
12.205,19.79012272,20.24992204,20.71577677,24.72126799,,,,
12.305,19.69108398,20.21055066,19.70460531,23.71009653,,,,
12.407,19.72405526,20.28415929,19.68746733,23.69295855,,,,
12.507,19.74479744,20.28223657,21.33163589,25.33712711,,,,
12.606,19.82709766,20.22169656,21.61261734,25.61810856,,,,
12.705,19.79838692,20.25726982,21.06471316,25.07020438,,,,
12.806,19.76209546,20.13168863,20.02623252,24.03172374,,,,
12.906,19.78801161,20.04787742,19.89385116,23.89934238,,,,
13.005,19.82044342,20.39369688,20.63058245,24.63607367,,,,
13.107,19.79688798,20.36563643,20.41718883,24.42268005,,,,
13.206,19.80865186,20.39472984,20.42304086,24.42853208,,,,
13.306,19.78442853,20.47077009,20.45651671,24.46200793,,,,
13.406,19.79044078,20.30751546,20.08741499,24.09290621,,,,
13.506,19.84122646,20.37181032,20.37135137,24.37684259,,,,
13.607,19.77458387,20.38449415,20.70401604,24.70950726,,,,
13.705,19.81815088,20.48638381,20.47957031,24.48506153,,,,
13.806,19.89718703,20.52811591,20.8277954,24.83328662,,,,
13.907,19.7936996,20.26072269,20.36733529,24.37282651,,,,
14.007,19.79634192,20.23335104,19.65459061,23.66008183,,,,
14.105,19.89700092,20.31445543,20.74714542,24.75263664,,,,
14.205,19.92690146,20.33557556,20.63831048,24.6438017,,,,
14.307,19.91573844,20.35340779,20.1834073,24.18889852,,,,
14.406,19.81974765,20.34218267,20.27553114,24.28102236,,,,
14.506,19.8399884,20.26055656,19.79110164,23.79659286,,,,
14.607,19.85960655,20.5012212,19.74374449,23.74923571,,,,
14.706,19.88627249,20.25498794,19.97594929,23.98144051,,,,
14.805,19.93612157,20.09460135,20.4575629,24.46305412,,,,
14.906,19.86110377,20.38615336,20.60889775,24.61438897,,,,
15.007,19.82694817,20.20866682,19.5698828,23.57537402,,,,
15.106,19.80375435,20.10433828,19.22335469,23.22884591,,,,
15.206,19.84731106,20.17181236,19.77249997,23.77799119,,,,
15.306,19.89513841,20.2687318,19.9382049,23.94369612,,,,
15.407,19.91398353,20.43424333,20.2335769,24.23906812,,,,
15.506,19.78820356,20.3240131,20.09184287,24.09733409,,,,
15.606,19.78295597,20.16132882,19.20299486,23.20848608,,,,
15.707,19.86695281,20.0992826,20.25474866,24.26023988,,,,
15.806,19.7908947,20.12461804,20.58995866,24.59544988,,,,
15.905,19.76035684,20.33865641,19.67008082,23.67557204,,,,
16.006,19.81099525,20.42007975,20.41252642,24.41801764,,,,
